Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
a22,metformin,escherichia coli iai1,0.0456,,,LZTCFLDZLBOLDW-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
a22,curcumin,escherichia coli iai1,0.2049,,,LZTCFLDZLBOLDW-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
a22,acetylsalisylic acid,escherichia coli iai1,0.3246,0.001463305,Antagonism,LZTCFLDZLBOLDW-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,escherichia coli,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
tobramycin,metformin,escherichia coli iai1,0.0285,,,NLVFBUXFDBBNBW-PBSUHMDJSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
egcg,aztreonam,escherichia coli iai1,0.105,0.040128658,Antagonism,WMBWREPUVVBILR-WIYYLYMNSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('WMBWREPUVVBILR-WIYYLYMNSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
rifampicin,bleomycin,escherichia coli iai1,0.2485,0.001463305,Antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
rifampicin,metformin,escherichia coli iai1,0.2016,0.002551072,Antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
rifampicin,gentamicin,escherichia coli iai1,0.1607,,,JQXXHWHPUNPDRT-WLSIYKJHSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,escherichia coli,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
aztreonam,bleomycin,escherichia coli iai1,0.1371,,,WZPBZJONDBGPKJ-VEHQQRBSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,azithromycin,escherichia coli iai1,0.2342,0.001463305,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,curcumin,escherichia coli iai1,0.5633,0.001463305,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,berberine,escherichia coli iai1,0.4319,0.001463305,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
clarithromycin,metformin,escherichia coli iai1,0.1305,0.019096828,Antagonism,AGOYDEPGAOXOCK-KCBOHYOISA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
bleomycin,metformin,escherichia coli iai1,0.1069,,,OYVAGSVQBOHSSS-WXFSZRTFSA-O,XZWYZXLIPXDOLR-UHFFFAOYSA-N,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
bleomycin,acetylsalisylic acid,escherichia coli iai1,0.2211,0.001463305,Antagonism,OYVAGSVQBOHSSS-WXFSZRTFSA-O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,escherichia coli,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cycloserine d,procaine,escherichia coli iai1,0.042,,,DYDCUQKUCUHJBH-UWTATZPHSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amoxicillin,spectinomycin,escherichia coli iai1,0.0767,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
ciprofloxacin,caffeine,escherichia coli iai1,0.3607,0.004305125,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,escherichia coli,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cycloserine d,erythromycin,escherichia coli iai1,0.0606,,,DYDCUQKUCUHJBH-UWTATZPHSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
cycloserine d,chlorhexidine,escherichia coli iai1,0.1009,0.041465152,Antagonism,DYDCUQKUCUHJBH-UWTATZPHSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('DYDCUQKUCUHJBH-UWTATZPHSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
oxacillin,polymyxin b,escherichia coli iai1,0.0466,,,UWYHMGVUTGAWSP-JKIFEVAISA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,cefaclor,escherichia coli iai1,0.0651,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,escherichia coli,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,clindamycin,escherichia coli iai1,-0.056,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,spiramycin,escherichia coli iai1,-0.0475,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,ACTOXUHEUCPTEW-CEUOBAOPSA-N,escherichia coli,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
clindamycin,tobramycin,escherichia coli iai1,0.0503,,,KDLRVYVGXIQJDK-AWPVFWJPSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
tobramycin,chlorhexidine,escherichia coli iai1,0.056,,,NLVFBUXFDBBNBW-PBSUHMDJSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,escherichia coli,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
puromycin,imipenem,escherichia coli iai1,0.0821,,,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
amoxicillin,penicillin g,escherichia coli iai1,-0.2183,0.03445807,Synergy,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
chloramphenicol,streptozotocin,escherichia coli iai1,-0.1929,0.005418631,Synergy,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
oxacillin,cefotaxime,escherichia coli iai1,-0.3114,0.001463305,Synergy,UWYHMGVUTGAWSP-JKIFEVAISA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
oxacillin,piperacillin,escherichia coli iai1,-0.1949,0.001463305,Synergy,UWYHMGVUTGAWSP-JKIFEVAISA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
oxacillin,aztreonam,escherichia coli iai1,-0.1597,0.001463305,Synergy,UWYHMGVUTGAWSP-JKIFEVAISA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('UWYHMGVUTGAWSP-JKIFEVAISA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
oxacillin,chir-90,escherichia coli iai1,-0.282,0.001463305,Synergy,UWYHMGVUTGAWSP-JKIFEVAISA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
bacitracin,cefotaxime,escherichia coli iai1,-0.1206,0.002551072,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
bacitracin,caffeine,escherichia coli iai1,-0.1058,0.041530593,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,escherichia coli,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
polymyxin b,trimethoprim,escherichia coli iai1,-0.116,0.04778408,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,nitrofurantoin,escherichia coli iai1,-0.1399,0.002551072,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
fusidic acid,cefotaxime,escherichia coli iai1,-0.1622,0.002551072,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
fusidic acid,piperacillin,escherichia coli iai1,-0.212,0.002551072,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
fusidic acid,nitrofurantoin,escherichia coli iai1,-0.1624,0.003544318,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
fusidic acid,clarithromycin,escherichia coli iai1,-0.3417,0.001463305,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
amikacin,trimethoprim,escherichia coli iai1,-0.1267,0.001463305,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
cefotaxime,aztreonam,escherichia coli iai1,-0.3366,0.001463305,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefotaxime,penicillin g,escherichia coli iai1,-0.165,0.001463305,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
cefaclor,trimethoprim,escherichia coli iai1,-0.1375,0.001463305,Synergy,QYIYFLOTGYLRGG-GPCCPHFNSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
cefsulodin,penicillin g,escherichia coli iai1,-0.3189,0.001463305,Synergy,SYLKGLMBLAAGSC-QLVMHMETSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
erythromycin,rifampicin,escherichia coli iai1,-0.1176,0.043919431,Synergy,ULGZDMOVFRHVEP-RWJQBGPGSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
trimethoprim,clofazimine,escherichia coli iai1,-0.1174,0.007206779,Synergy,IEDVJHCEMCRBQM-UHFFFAOYSA-N,WDQPAMHFFCXSNU-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')"
sulfamonomethoxine,clarithromycin,escherichia coli iai1,-0.1853,0.001463305,Synergy,WMPXPUYPYQKQCX-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
sulfamonomethoxine,bleomycin,escherichia coli iai1,-0.2546,0.001463305,Synergy,WMPXPUYPYQKQCX-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
procaine,berberine,escherichia coli iai1,-0.2438,0.002551072,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
piperacillin,penicillin g,escherichia coli iai1,-0.1373,0.033066399,Synergy,IVBHGBMCVLDMKU-GXNBUGAJSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,escherichia coli,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
nitrofurantoin,clarithromycin,escherichia coli iai1,-0.5015,0.001463305,Synergy,NXFQHRVNIOXGAQ-YCRREMRBSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,escherichia coli,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
minocycline,curcumin,escherichia coli iai1,-0.3133,0.012575588,Synergy,WTJXVDPDEQKTCV-VQAITOIOSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
metronidazole,aztreonam,escherichia coli iai1,-0.1313,0.027080019,Synergy,VAOCPAMSLUNLGC-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,escherichia coli,"('VAOCPAMSLUNLGC-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
penicillin g,chir-90,escherichia coli iai1,-0.2479,0.003544318,Synergy,JGSARLDLIJGVTE-MBNYWOFBSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
amoxicillin,chloramphenicol,escherichia coli iai1,-0.2348,0.024022598,Synergy,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
levofloxacin,bleomycin,escherichia coli iai1,-0.3765,0.042891559,Synergy,GSDSWSVVBLHKDQ-JTQLQIEISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
amoxicillin,rifampicin,escherichia coli iai1,0.2017,0.007206779,Antagonism,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
amoxicillin,curcumin,escherichia coli iai1,0.3611,0.009135354,Antagonism,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
amoxicillin,berberine,escherichia coli iai1,0.3677,0.004486711,Antagonism,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
chloramphenicol,fosfomycin,escherichia coli iai1,0.245,0.001463305,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
chloramphenicol,vanillin,escherichia coli iai1,0.299,0.001463305,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,escherichia coli,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,meropenem,escherichia coli iai1,0.2157,0.001463305,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,escherichia coli,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,colistin,escherichia coli iai1,0.2867,0.004486711,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chloramphenicol,curcumin,escherichia coli iai1,0.1539,0.005418631,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chloramphenicol,berberine,escherichia coli iai1,0.3225,0.001463305,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
ciprofloxacin,trimethoprim,escherichia coli iai1,0.1323,0.005418631,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,curcumin,escherichia coli iai1,0.1807,0.005418631,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,escherichia coli,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
ciprofloxacin,chir-90,escherichia coli iai1,0.2112,0.047128802,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,escherichia coli,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
spectinomycin,cefotaxime,escherichia coli iai1,0.1247,0.001463305,Antagonism,UNFWWIHTNXNPBV-WXKVUWSESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
fosfomycin,spiramycin,escherichia coli iai1,0.1407,0.042796561,Antagonism,YMDXZJFXQJVXBF-STHAYSLISA-N,ACTOXUHEUCPTEW-CEUOBAOPSA-N,escherichia coli,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,azithromycin,escherichia coli iai1,0.2447,0.001463305,Antagonism,YMDXZJFXQJVXBF-STHAYSLISA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,berberine,escherichia coli iai1,0.2414,0.002551072,Antagonism,YMDXZJFXQJVXBF-STHAYSLISA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('YBHILYKTIRIUTE-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,moxifloxacin,escherichia coli iai1,0.1448,0.030028247,Antagonism,YMDXZJFXQJVXBF-STHAYSLISA-N,FABPRXSRWADJSP-MEDUHNTESA-N,escherichia coli,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
novobiocin,trimethoprim,escherichia coli iai1,0.1403,0.001463305,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,egcg,escherichia coli iai1,0.2311,0.002551072,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,escherichia coli,"('WMBWREPUVVBILR-WIYYLYMNSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,caffeine,escherichia coli iai1,0.2558,0.001463305,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,escherichia coli,"('RYYVLZVUVIJVGH-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,puromycin,escherichia coli iai1,0.1489,0.022850764,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,azithromycin,escherichia coli iai1,0.2187,0.003544318,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,escherichia coli,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,berberine,escherichia coli iai1,0.1826,0.003544318,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,escherichia coli,"('YBHILYKTIRIUTE-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,acetylsalisylic acid,escherichia coli iai1,0.3351,0.001463305,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,escherichia coli,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,moxifloxacin,escherichia coli iai1,0.1992,0.045807474,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,escherichia coli,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,streptozotocin,escherichia coli iai1,0.189,0.007206779,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,escherichia coli,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
fusidic acid,vanillin,escherichia coli iai1,0.153,0.045807474,Antagonism,IECPWNUMDGFDKC-MZJAQBGESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,escherichia coli,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
cefotaxime,rifampicin,escherichia coli iai1,0.1301,0.003544318,Antagonism,GPRBEKHLDVQUJE-QSWIMTSFSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
