Drug 1,Drug 2,E. coli BW25113,E. coli iAi1,ST LT2,ST 14028,PAO1,PA14,p-value E. coli BW25113,p-value E. coli iAi1,p-value ST LT2,p-value ST 14028,p-value PAO1,p-value PA14,interaction E. coli BW25113,interaction E. coli iAi1,interaction ST LT2,interaction ST14028,interaction PAO1,interaction PA14
Bleomycin,Phenformin,NA,NA,0.038803686,-0.102608312,NA,NA,NA,NA,NA,0.040586916,NA,NA,NA,NA,NA,Synergy,NA,NA
Cycloserine D,Cefaclor,NA,NA,-0.140319039,-0.595937457,NA,NA,NA,NA,NA,0.001836122,NA,NA,NA,NA,NA,Synergy,NA,NA
Cycloserine D,CCCP,NA,NA,-0.090553646,-0.135561597,NA,NA,NA,NA,NA,0.037368485,NA,NA,NA,NA,NA,Synergy,NA,NA
Novobiocin,Imipenem,NA,NA,-0.05519997,-0.103055054,NA,NA,NA,NA,NA,0.038153538,NA,NA,NA,NA,NA,Synergy,NA,NA
Cefaclor,Reserpine,NA,NA,0.083211205,-0.154118999,NA,NA,NA,NA,NA,0.047539457,NA,NA,NA,NA,NA,Synergy,NA,NA
Cefaclor,Meropenem,NA,NA,-0.154458054,-0.773574912,NA,NA,NA,NA,NA,0.001836122,NA,NA,NA,NA,NA,Synergy,NA,NA
Levofloxacin,Reserpine,NA,NA,0.096168364,-0.262653484,NA,NA,NA,NA,NA,0.022632861,NA,NA,NA,NA,NA,Synergy,NA,NA
CCCP,Mecillinam,NA,NA,-0.101585956,-0.136942336,NA,NA,NA,NA,NA,0.021620338,NA,NA,NA,NA,NA,Synergy,NA,NA
Mecillinam,Caffeine,NA,NA,-0.068346436,-0.18258367,NA,NA,NA,NA,NA,0.037368485,NA,NA,NA,NA,NA,Synergy,NA,NA
Mecillinam,Imipenem,NA,NA,-0.039099214,-0.364235025,NA,NA,NA,NA,NA,0.001836122,NA,NA,NA,NA,NA,Synergy,NA,NA
Mecillinam,Meropenem,NA,NA,-0.158482509,-0.623208452,NA,NA,NA,NA,NA,0.009748301,NA,NA,NA,NA,NA,Synergy,NA,NA
Penicillin G,Meropenem,NA,NA,-0.271991515,-0.414016199,NA,NA,NA,NA,NA,0.001836122,NA,NA,NA,NA,NA,Synergy,NA,NA
Amoxicillin,Ciclopirox,NA,NA,-0.093680631,0.168149315,NA,NA,NA,NA,NA,0.01747098,NA,NA,NA,NA,NA,Antagonism,NA,NA
Chloramphenicol,Novobiocin,NA,NA,-0.052498288,0.211022786,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Antagonism,NA,NA
Chloramphenicol,Clofazimine,NA,NA,0.095860169,0.102450981,NA,NA,NA,NA,NA,0.007468165,NA,NA,NA,NA,NA,Antagonism,NA,NA
Ciprofloxacin,Fusidic acid,NA,NA,0.066605937,0.244248262,NA,NA,NA,NA,NA,0.005087138,NA,NA,NA,NA,NA,Antagonism,NA,NA
Ciprofloxacin,Penicillin G,NA,NA,0.070763266,0.146711016,NA,NA,NA,NA,NA,0.040125658,NA,NA,NA,NA,NA,Antagonism,NA,NA
Ciprofloxacin,Colistin,NA,NA,0.056636967,0.171205526,NA,NA,NA,NA,NA,0.042211136,NA,NA,NA,NA,NA,Antagonism,NA,NA
Cycloserine D,Doxycycline,NA,NA,0.045546799,0.294897268,NA,NA,NA,NA,NA,0.007468165,NA,NA,NA,NA,NA,Antagonism,NA,NA
Doxycycline,Levofloxacin,NA,NA,0.117334312,0.162683237,NA,NA,NA,NA,NA,0.021620338,NA,NA,NA,NA,NA,Antagonism,NA,NA
Doxycycline,Curcumin,NA,NA,0.077157244,0.165960848,NA,NA,NA,NA,NA,0.023532341,NA,NA,NA,NA,NA,Antagonism,NA,NA
Spectinomycin,Clindamycin,NA,NA,0.083521662,0.1038327,NA,NA,NA,NA,NA,0.003743781,NA,NA,NA,NA,NA,Antagonism,NA,NA
Spectinomycin,Ciclopirox,NA,NA,0.103554858,0.145594646,NA,NA,NA,NA,NA,0.015374463,NA,NA,NA,NA,NA,Antagonism,NA,NA
Spectinomycin,Moxifloxacin,NA,NA,0.122396108,0.32444762,NA,NA,NA,NA,NA,0.011087353,NA,NA,NA,NA,NA,Antagonism,NA,NA
Novobiocin,Erythromycin,NA,NA,0.031757996,0.228159898,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Antagonism,NA,NA
Novobiocin,Diclofenac,NA,NA,0.04869955,0.302407262,NA,NA,NA,NA,NA,0.010039295,NA,NA,NA,NA,NA,Antagonism,NA,NA
Novobiocin,Ciclopirox,NA,NA,0.073783019,0.166549639,NA,NA,NA,NA,NA,0.036300814,NA,NA,NA,NA,NA,Antagonism,NA,NA
Fusidic acid,Paraquat,NA,NA,-0.048123043,0.104614975,NA,NA,NA,NA,NA,0.036300814,NA,NA,NA,NA,NA,Antagonism,NA,NA
Cefaclor,Metformin,NA,NA,0.462285284,0.646215292,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Antagonism,NA,NA
Clindamycin,Erythromycin,NA,NA,0.097968487,0.122290668,NA,NA,NA,NA,NA,0.03589792,NA,NA,NA,NA,NA,Antagonism,NA,NA
Erythromycin,Paraquat,NA,NA,0.082705054,0.122455311,NA,NA,NA,NA,NA,0.007468165,NA,NA,NA,NA,NA,Antagonism,NA,NA
Erythromycin,Puromycin,NA,NA,0.05817182,0.120539954,NA,NA,NA,NA,NA,0.002167452,NA,NA,NA,NA,NA,Antagonism,NA,NA
Erythromycin,Moxifloxacin,NA,NA,0.079872809,0.148659857,NA,NA,NA,NA,NA,0.012295927,NA,NA,NA,NA,NA,Antagonism,NA,NA
Trimethoprim,Colistin,NA,NA,0.144463628,0.191080063,NA,NA,NA,NA,NA,0.01855823,NA,NA,NA,NA,NA,Antagonism,NA,NA
Piperacillin,Moxifloxacin,NA,NA,0.068160395,0.124006445,NA,NA,NA,NA,NA,0.042211136,NA,NA,NA,NA,NA,Antagonism,NA,NA
Mecillinam,Chlorhexidine,NA,NA,0.121222486,0.174907275,NA,NA,NA,NA,NA,0.031406976,NA,NA,NA,NA,NA,Antagonism,NA,NA
Mecillinam,Ciclopirox,NA,NA,0.041273852,0.308346383,NA,NA,NA,NA,NA,0.007468165,NA,NA,NA,NA,NA,Antagonism,NA,NA
A22,Moxifloxacin,NA,NA,-0.042947388,0.215826495,NA,NA,NA,NA,NA,0.003743781,NA,NA,NA,NA,NA,Antagonism,NA,NA
A22,Gentamicin,NA,NA,0.125820634,0.167812889,NA,NA,NA,NA,NA,0.040586916,NA,NA,NA,NA,NA,Antagonism,NA,NA
Clofazimine,Moxifloxacin,NA,NA,-0.075783484,0.14073763,NA,NA,NA,NA,NA,0.028712268,NA,NA,NA,NA,NA,Antagonism,NA,NA
Clarithromycin,Moxifloxacin,NA,NA,0.110877581,0.188791918,NA,NA,NA,NA,NA,0.006370634,NA,NA,NA,NA,NA,Antagonism,NA,NA
Puromycin,Azithromycin,NA,NA,0.043614947,0.130888445,NA,NA,NA,NA,NA,0.031406976,NA,NA,NA,NA,NA,Antagonism,NA,NA
Imipenem,Moxifloxacin,NA,NA,0.049052104,0.217666629,NA,NA,NA,NA,NA,0.005087138,NA,NA,NA,NA,NA,Antagonism,NA,NA
Amoxicillin,Benzalkonium,NA,NA,0.069068698,0.268097638,NA,NA,NA,NA,NA,0.007873287,NA,NA,NA,NA,NA,Antagonism,NA,NA
Ciprofloxacin,Polymyxin B,NA,NA,0.02444432,0.227747635,NA,NA,NA,NA,NA,0.01393959,NA,NA,NA,NA,NA,Antagonism,NA,NA
Cycloserine D,Moxifloxacin,NA,NA,0.043099395,0.308051076,NA,NA,NA,NA,NA,0.028777035,NA,NA,NA,NA,NA,Antagonism,NA,NA
Cycloserine D,Gentamicin,NA,NA,0.241445615,0.372928341,NA,NA,NA,NA,NA,0.014857654,NA,NA,NA,NA,NA,Antagonism,NA,NA
Fosfomycin,EGCG,NA,NA,0.058177001,0.140741892,NA,NA,NA,NA,NA,0.010183413,NA,NA,NA,NA,NA,Antagonism,NA,NA
Polymyxin B,Mecillinam,NA,NA,0.071293341,0.24484972,NA,NA,NA,NA,NA,0.034521334,NA,NA,NA,NA,NA,Antagonism,NA,NA
Cefaclor,Ciclopirox,NA,NA,-0.08830087,0.234725592,NA,NA,NA,NA,NA,0.01393959,NA,NA,NA,NA,NA,Antagonism,NA,NA
Erythromycin,Teicoplanin,NA,NA,-0.021241546,0.11535391,NA,NA,NA,NA,NA,0.013063498,NA,NA,NA,NA,NA,Antagonism,NA,NA
Sulfamonomethoxine,A22,NA,NA,0.055928693,0.243769263,NA,NA,NA,NA,NA,0.010995452,NA,NA,NA,NA,NA,Antagonism,NA,NA
Paraquat,Mecillinam,NA,NA,-0.070389564,0.277143003,NA,NA,NA,NA,NA,0.014857654,NA,NA,NA,NA,NA,Antagonism,NA,NA
Paraquat,A22,NA,NA,-0.076552312,0.269665984,NA,NA,NA,NA,NA,0.020149644,NA,NA,NA,NA,NA,Antagonism,NA,NA
Vanillin,A22,NA,NA,0.073755052,0.248946885,NA,NA,NA,NA,NA,0.005745371,NA,NA,NA,NA,NA,Antagonism,NA,NA
Levofloxacin,Ciclopirox,NA,NA,0.106141063,0.241667235,NA,NA,NA,NA,NA,0.027521355,NA,NA,NA,NA,NA,Antagonism,NA,NA
Piperacillin,Clofazimine,NA,NA,0.123818192,0.147392379,NA,NA,NA,NA,NA,0.042689993,NA,NA,NA,NA,NA,Antagonism,NA,NA
Nitrofurantoin,Aztreonam,NA,NA,0.080383143,0.566034384,NA,NA,NA,NA,NA,0.001932534,NA,NA,NA,NA,NA,Antagonism,NA,NA
Chlorhexidine,Aztreonam,NA,NA,0.072110115,0.568138467,NA,NA,NA,NA,NA,0.047617638,NA,NA,NA,NA,NA,Antagonism,NA,NA
Clofazimine,CHIR-90,NA,NA,-0.037014322,0.411275809,NA,NA,NA,NA,NA,0.020149644,NA,NA,NA,NA,NA,Antagonism,NA,NA
Doxycycline,Procaine,NA,NA,-0.42680036,-0.263149806,-0.224504181,-0.287982211,NA,NA,0.001768535,NA,0.002089943,0.002815025,NA,NA,Synergy,NA,Synergy,Synergy
Doxycycline,Metformin,NA,NA,-0.696254391,-0.425019848,-0.07249191,-0.388327071,NA,NA,0.001768535,0.002167452,NA,0.002815025,NA,NA,Synergy,Synergy,NA,Synergy
Fosfomycin,Verapamil,NA,NA,-0.121507383,-0.089218406,-0.108414712,-0.023469928,NA,NA,0.01832232,NA,0.006607722,NA,NA,NA,Synergy,NA,Synergy,NA
Novobiocin,Chlorhexidine,NA,NA,-0.183561603,-0.467269161,-0.281766291,-0.640627693,NA,NA,0.007031004,0.002167452,0.002089943,0.002815025,NA,NA,Synergy,Synergy,Synergy,Synergy
Amikacin,Aztreonam,NA,NA,-0.309910226,-0.142139385,-0.321091415,-0.503438305,NA,NA,0.011530847,0.033134618,0.002089943,0.002815025,NA,NA,Synergy,Synergy,Synergy,Synergy
Benzalkonium,Verapamil,NA,NA,-0.134404048,-0.064237328,-0.204317272,-0.163159121,NA,NA,0.001768535,NA,0.003531698,0.002815025,NA,NA,Synergy,NA,Synergy,Synergy
Benzalkonium,Mitomycin C,NA,NA,-0.124181803,-0.064916836,-0.139464462,0.078912409,NA,NA,0.001768535,NA,0.0063327,NA,NA,NA,Synergy,NA,Synergy,NA
Minocycline,Chlorhexidine,NA,NA,-0.788586328,-0.722770695,-0.443740265,-0.584210492,NA,NA,0.029277541,0.002167452,0.001981816,0.002994083,NA,NA,Synergy,Synergy,Synergy,Synergy
Chlorhexidine,Mitomycin C,NA,NA,-0.140789944,-0.050599873,-0.239977864,-0.136132815,NA,NA,0.001768535,NA,0.002089943,NA,NA,NA,Synergy,NA,Synergy,NA
Caffeine,Mitomycin C,NA,NA,-0.150886263,-0.169451783,-0.141964528,-0.145275733,NA,NA,0.004600072,0.002167452,0.002089943,0.002815025,NA,NA,Synergy,Synergy,Synergy,Synergy
Fosfomycin,Aztreonam,NA,NA,-0.176380587,-0.193487697,-0.119662554,-0.109122998,NA,NA,0.001858524,0.001836122,0.035761239,NA,NA,NA,Synergy,Synergy,Synergy,NA
Amikacin,Tobramycin,NA,NA,-0.334871835,-0.100578825,-0.131323636,-0.125436095,NA,NA,0.00716595,0.036300814,0.01588794,0.0053833,NA,NA,Synergy,Synergy,Synergy,Synergy
Cefaclor,Penicillin G,NA,NA,-0.18203387,-0.325195769,-0.107721391,-0.04253101,NA,NA,0.040289677,0.019710849,0.002089943,NA,NA,NA,Synergy,Synergy,Synergy,NA
Levofloxacin,Chlorhexidine,NA,NA,-0.625958398,-0.568479732,-0.437928362,0,NA,NA,0.00716595,0.001836122,0.002089943,NA,NA,NA,Synergy,Synergy,Synergy,NA
Levofloxacin,Metformin,NA,NA,-0.471609855,0.002896218,-0.324083996,0.066126276,NA,NA,0.045741034,NA,0.002089943,NA,NA,NA,Synergy,NA,Synergy,NA
Piperacillin,Tobramycin,NA,NA,-0.575950373,-0.293491492,-0.479030136,-0.133383239,NA,NA,0.024951048,0.002167452,0.001981816,0.049477118,NA,NA,Synergy,Synergy,Synergy,Synergy
Piperacillin,Aztreonam,NA,NA,-0.395168826,0.128948557,-0.149094916,-0.451848873,NA,NA,0.024951048,NA,NA,0.024543598,NA,NA,Synergy,NA,NA,Synergy
Chloramphenicol,Ciprofloxacin,NA,NA,0.227700867,0.2314505,0.142934102,0.143544158,NA,NA,0.001768535,NA,NA,0.002815025,NA,NA,Antagonism,NA,NA,Antagonism
Ciprofloxacin,EGCG,NA,NA,0.113245464,0.097681646,-0.045629106,0.196203624,NA,NA,0.023341795,NA,NA,0.016109338,NA,NA,Antagonism,NA,NA,Antagonism
Spectinomycin,Chlorhexidine,NA,NA,0.111331952,0.031944581,0.158654966,0.057171628,NA,NA,0.031666152,NA,0.029319773,NA,NA,NA,Antagonism,NA,Antagonism,NA
Amikacin,Chlorhexidine,NA,NA,0.149853516,0.038476585,0.173019952,0.169663972,NA,NA,0.001768535,NA,0.003779074,0.024232036,NA,NA,Antagonism,NA,Antagonism,Antagonism
Paraquat,Aztreonam,NA,NA,0.446778343,0.742453572,0.178793963,0.105338231,NA,NA,0.001768535,0.002167452,0.002089943,NA,NA,NA,Antagonism,Antagonism,Antagonism,NA
Levofloxacin,Mitomycin C,NA,NA,0.128024263,0.050113622,0.063213242,0.128546269,NA,NA,0.001768535,NA,NA,0.007324046,NA,NA,Antagonism,NA,NA,Antagonism
Imipenem,Mitomycin C,NA,NA,0.175921491,0.135478552,0.151648798,0.179367075,NA,NA,0.003167815,NA,0.002089943,0.002389296,NA,NA,Antagonism,NA,Antagonism,Antagonism
Mitomycin C,Meropenem,NA,NA,0.151544976,-0.070858761,0.050851008,0.120462369,NA,NA,0.024312027,NA,NA,0.002815025,NA,NA,Antagonism,NA,NA,Antagonism
Mitomycin C,Gentamicin,NA,NA,0.182628814,0.083164304,0,0.183067245,NA,NA,0.007031004,NA,NA,0.002815025,NA,NA,Antagonism,NA,NA,Antagonism
Doxycycline,Moxifloxacin,NA,NA,0.219326402,0.267074083,0.029353587,0.23757619,NA,NA,0.034252081,NA,NA,0.009195747,NA,NA,Antagonism,NA,NA,Antagonism
Spectinomycin,Amikacin,NA,NA,0.106160854,-0.06203679,0.131352625,0.23121118,NA,NA,0.007012286,NA,0.002089943,0.002815025,NA,NA,Antagonism,NA,Antagonism,Antagonism
Paraquat,Piperacillin,NA,NA,0.245344317,0.210715484,0.156864523,0.457808876,NA,NA,0.03043332,0.003321543,NA,0.003989892,NA,NA,Antagonism,Antagonism,NA,Antagonism
Bacitracin,Polymyxin B,NA,NA,-0.072928847,-0.394566789,-0.284207659,-0.346250259,NA,NA,NA,0.029624706,0.002089943,0.002815025,NA,NA,NA,Synergy,Synergy,Synergy
Chlorhexidine,Cerulenin,NA,NA,-0.811763287,-0.455650875,-0.170682595,-0.277259794,NA,NA,NA,0.002167452,0.010788307,NA,NA,NA,NA,Synergy,Synergy,NA
Tobramycin,Aztreonam,NA,NA,-0.452722535,-0.160754247,-0.444728656,-0.398682036,NA,NA,NA,0.016364739,0.001981816,0.033849376,NA,NA,NA,Synergy,Synergy,Synergy
Amoxicillin,Ciprofloxacin,NA,NA,-0.047860774,0.229949757,0.097174327,0.266802603,NA,NA,NA,0.037772256,NA,0.002815025,NA,NA,NA,Antagonism,NA,Antagonism
Amoxicillin,Cefotaxime,-0.250080619,-0.327234559,NA,NA,0.212055174,-0.077344339,0.001666307,0.001463305,NA,NA,0.002089943,NA,Synergy,Synergy,NA,NA,Antagonism,NA
Amoxicillin,Piperacillin,-0.185511961,-0.293649022,-0.594606308,-0.473645304,0.314074822,0.081068472,0.002956627,0.001463305,0.001768535,0.002167452,0.002089943,NA,Synergy,Synergy,Synergy,Synergy,Antagonism,NA
Novobiocin,Minocycline,-0.117353395,-0.07962727,-0.040862001,0.117592796,NA,NA,0.01041944,NA,NA,0.030368392,NA,NA,Synergy,NA,NA,Antagonism,NA,NA
Fusidic acid,Amikacin,-0.161546262,-0.164695891,NA,NA,0.075830753,0.201475185,0.007360115,NA,NA,NA,NA,0.04699796,Synergy,NA,NA,NA,NA,Antagonism
Amikacin,Nitrofurantoin,-0.214719193,-0.307839056,NA,NA,0.220651619,-0.052537849,0.001666307,0.001463305,NA,NA,0.002089943,NA,Synergy,Synergy,NA,NA,Antagonism,NA
Amikacin,Mitomycin C,-0.250200152,-0.115365739,NA,NA,0.062727025,0.126167218,0.001666307,NA,NA,NA,NA,0.027224251,Synergy,NA,NA,NA,NA,Antagonism
Cefsulodin,Piperacillin,-0.307960658,-0.446740089,0.16076424,0.040852146,NA,NA,0.001666307,0.001463305,0.016433139,NA,NA,NA,Synergy,Synergy,Antagonism,NA,NA,NA
Trimethoprim,A22,-0.217299848,-0.107507106,0.14973366,0.150247659,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,Synergy,NA,Antagonism,Antagonism,NA,NA
Procaine,Clarithromycin,-0.201245829,-0.35560863,NA,NA,0.210516661,0.091959128,0.001666307,0.001463305,NA,NA,0.002089943,NA,Synergy,Synergy,NA,NA,Antagonism,NA
Verapamil,Rifampicin,-0.126513855,-0.234310577,-0.045896082,0.226495294,NA,NA,0.022649878,0.001463305,NA,0.001932534,NA,NA,Synergy,Synergy,NA,Antagonism,NA,NA
Nitrofurantoin,Tobramycin,-0.215994217,-0.662844055,NA,NA,0.162706457,0.024048147,0.001666307,NA,NA,NA,0.002089943,NA,Synergy,NA,NA,NA,Antagonism,NA
Nitrofurantoin,Imipenem,-0.125680789,-0.112057662,NA,NA,0.052758022,0.221611964,0.008407909,NA,NA,NA,NA,0.003989892,Synergy,NA,NA,NA,NA,Antagonism
A22,Mitomycin C,-0.15416149,0.081189455,0.198359952,0.046942373,-0.099203189,0.273242505,0.001666307,NA,0.001768535,NA,NA,0.002815025,Synergy,NA,Antagonism,NA,NA,Antagonism
Ciprofloxacin,Fosfomycin,0.161019673,0.16766855,NA,NA,-0.368951072,-0.025025307,0.002956627,0.001463305,NA,NA,0.002089943,NA,Antagonism,Antagonism,NA,NA,Synergy,NA
Spectinomycin,Aztreonam,0.247304439,0.136804827,0.215141531,0.080917234,-0.145682897,-0.199391245,0.002956627,NA,0.001768535,NA,NA,0.002815025,Antagonism,NA,Antagonism,NA,NA,Synergy
Fosfomycin,Novobiocin,0.3053796,0.206551921,-0.130224064,0.080298519,-0.145595253,-0.063770157,0.001666307,0.001463305,0.001768535,NA,0.002089943,NA,Antagonism,Antagonism,Synergy,NA,Synergy,NA
Fosfomycin,Erythromycin,0.241582358,0.13966634,NA,NA,-0.155636082,-0.041319868,0.001666307,0.001463305,NA,NA,0.002089943,NA,Antagonism,Antagonism,NA,NA,Synergy,NA
Fosfomycin,Levofloxacin,0.209298319,0.144369389,NA,NA,-0.340005762,0,0.001666307,0.001463305,NA,NA,0.002089943,NA,Antagonism,Antagonism,NA,NA,Synergy,NA
Fosfomycin,Clarithromycin,0.301382427,0.245726187,NA,NA,-0.255342076,-0.336995829,0.001666307,0.001463305,NA,NA,0.002089943,0.041701644,Antagonism,Antagonism,NA,NA,Synergy,Synergy
Fosfomycin,Metformin,0.177602473,0.220626652,NA,NA,-0.259320135,-0.480878825,0.019147163,0.004486711,NA,NA,NA,0.014629598,Antagonism,Antagonism,NA,NA,NA,Synergy
Novobiocin,Cefotaxime,0.111232878,0.051346234,-0.063761839,-0.133066059,NA,NA,0.007360115,NA,NA,0.003743781,NA,NA,Antagonism,NA,NA,Synergy,NA,NA
Novobiocin,Benzalkonium,0.177034797,-0.01935007,-0.066570948,-0.229300037,NA,NA,0.001666307,NA,NA,0.003743781,NA,NA,Antagonism,NA,NA,Synergy,NA,NA
Cefotaxime,Benzalkonium,0.203746399,0.105940401,0.229681406,0.205969479,-0.223474097,-0.026514476,0.001666307,NA,0.029825589,0.014857654,0.00503913,NA,Antagonism,NA,Antagonism,Antagonism,Synergy,NA
Benzalkonium,Aztreonam,0.177960848,0.152818425,NA,NA,-0.358920033,-0.399436359,0.001666307,NA,NA,NA,0.001981816,0.012790721,Antagonism,NA,NA,NA,Synergy,Synergy
Procaine,Mecillinam,0.154805979,0.326549011,-0.334747127,0.033826471,NA,NA,0.004098642,0.001463305,0.032831643,NA,NA,NA,Antagonism,Antagonism,Synergy,NA,NA,NA
Levofloxacin,Rifampicin,0.149120607,0.154902175,0.052290356,-0.507261668,NA,NA,0.015287108,0.002551072,NA,0.001836122,NA,NA,Antagonism,Antagonism,NA,Synergy,NA,NA
Rifampicin,Mitomycin C,0.114710809,0.157919774,0.151064554,-0.138937058,0.107156818,0.119969761,0.01041944,0.002551072,NA,0.03152966,0.006607722,NA,Antagonism,Antagonism,NA,Synergy,Antagonism,NA
Ciprofloxacin,Chlorhexidine,0.129792067,0.114678117,NA,NA,-0.261586814,0.136754589,0.046080846,NA,NA,NA,0.035761239,NA,Antagonism,NA,NA,NA,Synergy,NA
Bacitracin,Benzalkonium,0.331617786,0.040200262,0.335564135,0.254685394,-0.158960656,-0.030865395,0.012966472,NA,0.04769523,0.006857379,0.046090722,NA,Antagonism,NA,Antagonism,Antagonism,Synergy,NA
A22,Colistin,0.47435515,0.04688333,NA,NA,-0.040921315,-0.379516494,0.035380827,NA,NA,NA,NA,0.002994083,Antagonism,NA,NA,NA,NA,Synergy
Doxycycline,Amikacin,-0.18106626,-0.213583968,-0.07518037,-0.140981008,0.109849245,0.325792001,NA,0.003544318,NA,0.002167452,0.002089943,0.002815025,NA,Synergy,NA,Synergy,Antagonism,Antagonism
Novobiocin,Fusidic acid,-0.323897038,-0.223181851,-0.034170493,0.101576401,NA,NA,NA,0.003544318,NA,0.005745371,NA,NA,NA,Synergy,NA,Antagonism,NA,NA
Cefotaxime,Imipenem,-0.120425148,-0.162247698,NA,NA,0.303466247,-0.067377466,NA,0.002551072,NA,NA,0.002089943,NA,NA,Synergy,NA,NA,Antagonism,NA
Cefsulodin,Mitomycin C,0.065495585,-0.118539941,NA,NA,0.127323849,-0.125282754,NA,0.001463305,NA,NA,0.002089943,NA,NA,Synergy,NA,NA,Antagonism,NA
Erythromycin,Procaine,-0.102375,-0.176252694,NA,NA,0.114447466,0.085045093,NA,0.001463305,NA,NA,0.002089943,NA,NA,Synergy,NA,NA,Antagonism,NA
Erythromycin,Loperamide,-0.049804365,-0.106081155,0.112323872,-0.028956347,NA,NA,NA,0.001463305,0.007031004,NA,NA,NA,NA,Synergy,Antagonism,NA,NA,NA
Chloramphenicol,Piperacillin,-0.051638263,-0.264835851,NA,NA,0.132162307,0.103681937,NA,0.004600072,NA,NA,0.002089943,0.002815025,NA,Synergy,NA,NA,Antagonism,Antagonism
Chloramphenicol,Nitrofurantoin,0.0627375,-0.415919355,NA,NA,0.080889951,0.119993622,NA,0.003185317,NA,NA,NA,0.002815025,NA,Synergy,NA,NA,NA,Antagonism
Doxycycline,Novobiocin,0.122063549,-0.290874075,-0.059667946,0.223095938,NA,NA,NA,0.001813026,NA,0.002167452,NA,NA,NA,Synergy,NA,Antagonism,NA,NA
Cefsulodin,Rifampicin,-0.152680042,-0.378804451,NA,NA,0.149036858,0.040367684,NA,0.003185317,NA,NA,0.009567829,NA,NA,Synergy,NA,NA,Antagonism,NA
Fosfomycin,Procaine,0.160694668,0.206685394,NA,NA,-0.169601791,0.06930073,NA,0.001463305,NA,NA,0.002089943,NA,NA,Antagonism,NA,NA,Synergy,NA
Fosfomycin,Cerulenin,0.211651095,0.175612815,NA,NA,-0.040511922,-0.127078838,NA,0.002551072,NA,NA,NA,0.007324046,NA,Antagonism,NA,NA,NA,Synergy
CCCP,Mitomycin C,-0.061396629,0.109384869,-0.196603378,-0.139480143,-0.085067618,-0.136917874,NA,0.010822467,NA,0.013345888,NA,0.0053833,NA,Antagonism,NA,Synergy,NA,Synergy
Mitomycin C,Berberine,0.056195086,0.223947913,-0.309887362,-0.125400982,NA,NA,NA,0.001463305,0.031666152,0.019543808,NA,NA,NA,Antagonism,Synergy,Synergy,NA,NA
Chloramphenicol,Chlorhexidine,-0.058280183,0.129657241,-0.089269197,-0.159107206,0.103045491,-0.172861438,NA,0.002372212,NA,0.013345888,NA,0.017734655,NA,Antagonism,NA,Synergy,NA,Synergy
Cycloserine D,Rifampicin,0.120059106,0.22572976,NA,NA,-0.154650056,-0.036888204,NA,0.02169783,NA,NA,0.003531698,NA,NA,Antagonism,NA,NA,Synergy,NA
Fosfomycin,A22,0.138097314,0.204388538,NA,NA,0.04973499,-0.591744658,NA,0.022104347,NA,NA,NA,0.002815025,NA,Antagonism,NA,NA,NA,Synergy
Fosfomycin,Chlorhexidine,0.1022751,0.116505017,NA,NA,-0.232213712,-0.539745839,NA,0.004305125,NA,NA,0.049608636,0.002815025,NA,Antagonism,NA,NA,Synergy,Synergy
Fusidic acid,Chlorhexidine,0.059044226,0.154815304,-0.310298225,-0.501287953,-0.157579112,-0.21463267,NA,0.042207595,NA,0.010039295,NA,0.002815025,NA,Antagonism,NA,Synergy,NA,Synergy
Benzalkonium,EGCG,-0.245747194,0.831401834,-0.097495294,-0.154259977,0.108526944,0.439157178,NA,0.001306049,NA,0.003743781,NA,0.002389296,NA,Antagonism,NA,Synergy,NA,Antagonism
Ciprofloxacin,Bleomycin,NA,NA,-0.14661082,0.03340732,0.121705609,0.120178092,NA,NA,0.031666152,NA,0.014752535,NA,NA,NA,Synergy,NA,Antagonism,NA
Loperamide,Mitomycin C,NA,NA,-0.131458679,-0.072918413,0.119849536,0.094897276,NA,NA,0.001768535,NA,0.008161906,NA,NA,NA,Synergy,NA,Antagonism,NA
Levofloxacin,Streptozotocin,NA,NA,-0.358523104,-0.195735665,0.095928669,0.252809047,NA,NA,0.017308999,0.044349411,NA,0.016109338,NA,NA,Synergy,Synergy,NA,Antagonism
Ciprofloxacin,Clofazimine,NA,NA,0.127034137,0.106462707,-0.135710986,-0.150786189,NA,NA,0.019379575,0.029624706,0.001981816,0.033112073,NA,NA,Antagonism,Antagonism,Synergy,Synergy
Cefaclor,Mitomycin C,NA,NA,0.228812849,0.111122141,-0.084726667,-0.144988138,NA,NA,0.001768535,NA,NA,0.002815025,NA,NA,Antagonism,NA,NA,Synergy
Aztreonam,Metformin,NA,NA,0.285351041,0.200605876,-0.214797764,-0.672078815,NA,NA,0.007031004,0.034108421,NA,0.013241876,NA,NA,Antagonism,Antagonism,NA,Synergy
Mitomycin C,Phleomycin,NA,NA,0.230896018,0.145262529,0.070461364,-0.192104896,NA,NA,0.005913255,0.021620338,NA,0.036342474,NA,NA,Antagonism,Antagonism,NA,Synergy
Chloramphenicol,Penicillin G,NA,NA,0.103537878,0.079923344,-0.117939444,0.02464554,NA,NA,0.004468519,NA,0.010788307,NA,NA,NA,Antagonism,NA,Synergy,NA
