Combination	Bliss_interaction_score	p_adjusted	Strain	Type	Screen
Clopidogrel_Paraquat	0.0560085824369209	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Procaine	0.050925886750916	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Pristinamycin	0.0523914527335316	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Puromycin	0.054989240206791	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Pyocyanin	0.108340355885844	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Rifampicin	-0.0961177321592666	0.43501672137619	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Sulfamethoxazol	-0.0589003066259447	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Spectinomycin	0.0394691157837041	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Streptomycin	0.122951545864757	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Streptozotocin	-0.0861790328630183	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Teicoplanin	0.0504133174227134	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Telithromycin	-0.066589831876419	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Tigecycline	-0.0744671298832913	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Trimethoprim	0.132528730806201	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Triclosan	-0.0751672029353238	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Tedizolid	-0.122703924197907	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_U1	-0.122553943572445	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Vancomycin	0.061792429189354	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clopidogrel_Virginiamycin M1	-0.0809360583348709	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Clarithromycin	-0.176513312524901	0.0266842880929298	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Diflunisal	-0.0489392516230522	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Diacerein	-0.113284291268525	0.790860251723172	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Entacapone	-0.141519953648946	0.0129891772727489	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Estradiol	0.0940015126817676	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Felodipine	0.155916381081848	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Gefitinib	0.155837915672486	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Hexestrol	0.0398945430233559	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Ibuprofen	-0.160549404902548	0.01152560800258	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clarithromycin_Loratadine	0.126743501958017	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Losartan	0.184867254548315	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Loxapine	0.0782374011622017	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Meclizine	0.232608959124939	0.0817296547498808	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Montelukast	-0.216651100963314	0.0368243175682432	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Methylprednisolone	-0.302445363514308	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clarithromycin_Mesalamine	-0.108754071973381	0.649613727151874	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Metformin	0.261210126513656	0.197922160290567	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Methotrexate	-0.286818890883602	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Naphazoline	0.193539877605196	0.230549917981175	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Nicotine	-0.336687057264686	0.0209825171329021	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clarithromycin_Omeprazole	-0.0191371045414348	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Oxymetazoline	0.182814835288135	0.858472528381679	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Promethazine	0.0463730987148023	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Quercetin	-0.0570847230208282	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Salmeterol	0.0626953146768975	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Spironolactone	0.0988627551906244	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Sucrose	0.136646764825728	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Tamoxifene	0.0973288279997158	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Thymol	-0.310033333945676	0.0246574212635234	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Ticagrelor	-0.171446647784912	0.0511448855114488	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Tiratricol	0.197113421266192	0.0566800462810862	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Clarithromycin_Telmisartan	-0.054208334130934	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Tolfenamic	-0.246746939355341	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clarithromycin_Troglitazone	0.0525694909940234	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clarithromycin_Verapamil	0.162247812044036	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Clortetracycline	-0.131538013559418	0.601641562688317	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Chlorpromazine	0.111273900139567	0.149821435766871	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Chlorpromazine	0.123835564624289	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Daptomycin	-0.434032074608947	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_CycloserineD	0.06312325204589	0.459930649270839	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Doxycycline	-0.264703650325136	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Chlorpromazine_Doxorubicin	0.06312325204589	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_EGCG	0.077326833438329	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Erythromycin	-0.254300814008653	0.8186701329867	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefepime_Chlorpromazine	0.06312325204589	0.953285480700486	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Fosfomycin	-0.0822982911405313	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Fusidic acid	-0.15170755640524	0.948995333024838	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Gentamicin	-0.282917399687967	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Imipenem	0.06312325204589	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Levofloxacin	-0.164772056354839	0.535918172888593	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cephalexin_Chlorpromazine	0.06312325204589	0.481996244819962	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Lincomycin	-0.25033752012383	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Chlorpromazine_Loperamide	-0.303094853008636	0.00470297797806426	S. aureus DSM 20231	synergy	non_antibiotic_screen
Chlorpromazine_Linezolid	-0.223252257539393	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Chlorpromazine_Miconazole	0.10063722265606	0.0915736997728799	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_MitomycinC	0.191154459548161	0.43235751191236	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Metronidazole	0.0661747052904881	0.249392203636779	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Pseudomonic acid	-0.139799762740177	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Moxifloxacin	0.121166775478486	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Nitrofurantoin	0.0867387111229463	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Nisin	-0.455827219212032	0.400419763848858	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Novobiocin	0.0642796293049032	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Oritavancin	-0.195287461766863	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Chlorpromazine_Oxacillin	-0.0773677999750489	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_PenicillinG	-0.17859106844618	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Phleomycin	-0.220928642553665	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Chlorpromazine_Paraquat	0.0677353029632017	0.633178311128163	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Procaine	0.06312325204589	0.942858765766617	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Pristinamycin	0.0621218099205535	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Puromycin	0.06312325204589	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Pyocyanin	-0.293903338580165	0.399322251010766	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Rifampicin	0.0677487610819429	0.399322251010766	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Sulfamethoxazol	0.0618925573220481	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Spectinomycin	0.0727547379552724	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Streptomycin	0.153002203229724	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Streptozotocin	0.0964995497379549	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Teicoplanin	0.0677487610819429	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Telithromycin	0.392365538492014	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Tigecycline	0.0635238258466407	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Trimethoprim	0.220163835865388	0.916819429168195	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Triclosan	0.0607935324858358	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Tedizolid	0.140497797983963	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_U1	0.0547615156063648	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Vancomycin	0.0634824475788506	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Chlorpromazine_Virginiamycin M1	0.06312325204589	0.823942348033239	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Diflunisal	0.235287879979427	0.00470297797806426	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Clortetracycline_Diacerein	-0.343348579895958	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clortetracycline_Entacapone	0.139744849854202	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Estradiol	0.197660100964368	0.38421035945186	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Clortetracycline_Felodipine	0.156042208713829	0.369011950579472	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Gefitinib	-0.194036278895677	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Hexestrol	-0.202862950784502	0.0209825171329021	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clortetracycline_Ibuprofen	0.172631898545728	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Loratadine	-0.109315308614106	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Losartan	0.105180517655624	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Loxapine	-0.138368716560583	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Meclizine	-0.176653204535455	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Montelukast	-0.218080437325715	0.51575456788792	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Methylprednisolone	-0.188456328587596	0.0209825171329021	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Mesalamine	-0.112398359685704	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Metformin	-0.21661775108856	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Methotrexate	-0.217365163935947	0.760479902762117	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Naphazoline	0.119904603005687	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Nicotine	0.10235901486071	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Omeprazole	0.153530581492898	0.108028801080288	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Oxymetazoline	0.147920946213424	0.657390308166825	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Promethazine	0.198743697291734	0.0209825171329021	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Clortetracycline_Quercetin	-0.108968323965631	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Salmeterol	-0.106098175657142	0.123355817284514	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clortetracycline_Spironolactone	0.199407819872523	0.0026742423796836	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Clortetracycline_Sucrose	0.0932922863526969	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Tamoxifene	-0.177464983091477	0.103211300491572	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Thymol	0.187267568335081	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Ticagrelor	-0.27377868990491	0.0526403500000877	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Tiratricol	0.16217354337695	0.746635156677969	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Telmisartan	-0.233511529122112	0.0026742423796836	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clortetracycline_Tolfenamic	-0.143212285565326	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Clortetracycline_Troglitazone	-0.130748472641122	0.121135490284837	S. aureus DSM 20231	synergy	non_antibiotic_screen
Clortetracycline_Verapamil	0.281145853735981	0.0026742423796836	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Cefotaxime_Diflunisal	0.0865386428797766	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Diacerein	0.0930581062499964	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Entacapone	0.120382992606083	0.187531246875312	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Estradiol	0.118039051843155	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Felodipine	0.0929143347806816	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Gefitinib	-0.0744439764656791	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Hexestrol	-0.0959663407911412	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Ibuprofen	-0.0901028097138468	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Loratadine	-0.0704986904026295	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Losartan	0.134691332190793	0.953285480700486	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Loxapine	0.0652451882759388	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Meclizine	-0.117858647950179	0.580913059423395	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Montelukast	0.121928263487621	0.384863537937704	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Methylprednisolone	0.0844354143170898	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Mesalamine	0.142105117200349	0.0246574212635234	S. aureus DSM 20231	antagonism	non_antibiotic_screen
Cefotaxime_Metformin	-0.114054368217711	0.620922335247392	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Methotrexate	-0.066374731443603	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Naphazoline	-0.0967614127736023	0.508798861046538	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Nicotine	-0.0520770142579888	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Omeprazole	-0.0894619252357771	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Oxymetazoline	0.0446827136219071	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Promethazine	0.089805391045755	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Quercetin	0.102136766822021	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Salmeterol	-0.0785972750962879	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Spironolactone	-0.0812813278913165	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Sucrose	0.0943374182272889	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Tamoxifene	-0.0981063268013612	0.766061437334526	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Thymol	0.112541515423355	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Ticagrelor	0.0956591609333032	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Tiratricol	-0.0667947408742295	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Telmisartan	-0.124158559584336	0.432568683430164	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Tolfenamic	0.0694694421201335	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Troglitazone	-0.103300396482716	0.967923276087443	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefotaxime_Verapamil	0.0624174047350803	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Diflunisal	0.0621296176986451	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Diacerein	0.0971472357378376	0.429080687436874	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Entacapone	0.0514166413618267	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Estradiol	-0.0458003536537013	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Felodipine	-0.0217670545247351	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Gefitinib	0.103222194270597	0.399322251010766	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Hexestrol	0.0615444721873719	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Ibuprofen	-0.0672075717057667	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Loratadine	-0.0902518554100143	0.601641562688317	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Losartan	0.0313713601187492	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Loxapine	0.0715691865606866	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Meclizine	-0.148610143613404	0.632486600282572	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Montelukast	0.146181905505263	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Methylprednisolone	-0.139896877768511	0.882957858060347	S. aureus DSM 20231	neutral	non_antibiotic_screen
Cefuroxime_Mesalamine	0.0888053020583498	1	S. aureus DSM 20231	neutral	non_antibiotic_screen
