Drug A,Drug B,organism ,value,type,method,PMID
Ciprofloxacin,Spiramycin,Pseudomonas aeruginosa PA14,0.21,Antagonism,Bliss,29973719
Ciprofloxacin,Tobramycin,Pseudomonas aeruginosa PA14,0.1,Antagonism,Bliss,29973719
Ciprofloxacin,Puromycin,Pseudomonas aeruginosa PA14,0.16,Antagonism,Bliss,29973719
Ciprofloxacin,Azithromycin,Pseudomonas aeruginosa PA14,0.14,Antagonism,Bliss,29973719
Ciprofloxacin,Nitrofurantoin,Pseudomonas aeruginosa PA14,0.16,Additivity,Bliss,29973719
Ciprofloxacin,Chlorhexidine,Pseudomonas aeruginosa PA14,0.14,Additivity,Bliss,29973719
Ciprofloxacin,Bleomycin,Pseudomonas aeruginosa PA14,0.12,Additivity,Bliss,29973719
Ciprofloxacin,Fosfomycin,Pseudomonas aeruginosa PA14,-0.03,Additivity,Bliss,29973719
Ciprofloxacin,Moxifloxacin,Pseudomonas aeruginosa PAO1,0.05,Additivity,Bliss,29973719
Ciprofloxacin,Rifampicin,Pseudomonas aeruginosa PAO1,0.17,Antagonism,Bliss,29973719
Ciprofloxacin,Doxorubicin,Pseudomonas aeruginosa PAO1,0.05,Additivity,Bliss,29973719
Ciprofloxacin,Cefotaxime,Pseudomonas aeruginosa PAO1,-0.12,Synergy,Bliss,29973719
Ciprofloxacin,Piperacillin,Pseudomonas aeruginosa PAO1,-0.18,Synergy,Bliss,29973719
Ciprofloxacin,Cephalexin,Pseudomonas aeruginosa PAO1,0.18,Antagonism,Bliss,29973719
Ciprofloxacin,Spiramycin,Pseudomonas aeruginosa PAO1,-0.07,Additivity,Bliss,29973719
Ciprofloxacin,Tobramycin,Pseudomonas aeruginosa PAO1,0.09,Additivity,Bliss,29973719
Ciprofloxacin,Puromycin,Pseudomonas aeruginosa PAO1,0.22,Antagonism,Bliss,29973719
Ciprofloxacin,Azithromycin,Pseudomonas aeruginosa PAO1,0.28,Antagonism,Bliss,29973719
Ciprofloxacin,Nitrofurantoin,Pseudomonas aeruginosa PAO1,-0.11,Synergy,Bliss,29973719
Ciprofloxacin,Chlorhexidine,Pseudomonas aeruginosa PAO1,-0.26,Synergy,Bliss,29973719
Ciprofloxacin,Fosfomycin,Pseudomonas aeruginosa PAO1,-0.37,Synergy,Bliss,29973719
Ciprofloxacin,Bleomycin,Pseudomonas aeruginosa PAO1,0.12,Antagonism,Bliss,29973719
Ciprofloxacin,Ceftazidime,Pseudomonas testosteroni,0.31,Synergy,FICI,10382886
Ciprofloxacin,Amoxycillin,Salmonella typhi,0.5,Additivity,FICI,15255648
Ciprofloxacin,Levofloxacin,Salmonella typhimurium 14028,-0.54,Synergy,Bliss,29973719
Ciprofloxacin,Spectinomycin,Salmonella typhimurium 14028,0.12,Additivity,Bliss,29973719
Ciprofloxacin,Minocycline,Salmonella typhimurium 14028,0.2,Antagonism,Bliss,29973719
Ciprofloxacin,Doxycycline,Salmonella typhimurium 14028,0.21,Antagonism,Bliss,29973719
Ciprofloxacin,Clarithromycin,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Ciprofloxacin,Erythromycin,Salmonella typhimurium 14028,0.1,Additivity,Bliss,29973719
Ciprofloxacin,Fusidic Acid,Salmonella typhimurium 14028,0.24,Antagonism,Bliss,29973719
Ciprofloxacin,Penicillin G,Salmonella typhimurium 14028,0.15,Antagonism,Bliss,29973719
Ciprofloxacin,Colistin,Salmonella typhimurium 14028,0.17,Antagonism,Bliss,29973719
Ciprofloxacin,Polymyxin B,Salmonella typhimurium 14028,0.23,Antagonism,Bliss,29973719
Ciprofloxacin,Bleomycin,Salmonella typhimurium 14028,0.03,Additivity,Bliss,29973719
Ciprofloxacin,Nitrofurantoin,Salmonella typhimurium 14028,0.35,Antagonism,Bliss,29973719
Ciprofloxacin,Pyocyanin,Salmonella typhimurium 14028,0.34,Antagonism,Bliss,29973719
Ciprofloxacin,Levofloxacin,Salmonella typhimurium LT2,-0.37,Synergy,Bliss,29973719
Ciprofloxacin,Spectinomycin,Salmonella typhimurium LT2,0.12,Antagonism,Bliss,29973719
Ciprofloxacin,Minocycline,Salmonella typhimurium LT2,0.1,Additivity,Bliss,29973719
Ciprofloxacin,Doxycycline,Salmonella typhimurium LT2,0.23,Antagonism,Bliss,29973719
Ciprofloxacin,Clarithromycin,Salmonella typhimurium LT2,0.14,Antagonism,Bliss,29973719
Ciprofloxacin,Erythromycin,Salmonella typhimurium LT2,0.1,Antagonism,Bliss,29973719
Ciprofloxacin,Fusidic Acid,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Ciprofloxacin,Penicillin G,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Ciprofloxacin,Colistin,Salmonella typhimurium LT2,0.06,Additivity,Bliss,29973719
Ciprofloxacin,Polymyxin B,Salmonella typhimurium LT2,0.02,Additivity,Bliss,29973719
Ciprofloxacin,Bleomycin,Salmonella typhimurium LT2,-0.15,Synergy,Bliss,29973719
Ciprofloxacin,Nitrofurantoin,Salmonella typhimurium LT2,0.19,Antagonism,Bliss,29973719
Ciprofloxacin,Pyocyanin,Salmonella typhimurium LT2,0.4,Antagonism,Bliss,29973719
Ciprofloxacin,Cefotaxime,Staphylococcus aureus ATCC29213,1.62,Indifferent,FICI,32941420
Ciprofloxacin,Chlorhexidine,Acinetobacter baumannii,0.5,Synergy,FICI,33731026
Ciprofloxacin,Fosfomycin,Carbapenem,0.38,Synergy,FICI,33668905
Ciprofloxacin,Nalidixic Acid,Escherichia coli ATCC10798,2.46,Antagonism,,31405069
Ciprofloxacin,Chloramphenicol,Escherichia coli ATCC10798,1.94,Antagonism,,31405069
Ciprofloxacin,Roxithromycin,Escherichia coli ATCC10798,0.56,Additivity,,31405069
Ciprofloxacin,Amikacin,Escherichia coli ATCC10798,-0.03,Additivity,,31405069
Ciprofloxacin,Levofloxacin,Escherichia coli ATCC10798,-0.07,Additivity,,31405069
Ciprofloxacin,Trimethoprim,Escherichia coli ATCC10798,-0.67,Synergy,,31405069
Ciprofloxacin,Aztreonam,Escherichia coli BW25113,-0.2,Additivity,Loewe,26956793
Ciprofloxacin,Rifampicin,Escherichia coli BW25113,1.31,Antagonism,Loewe,26956793
Ciprofloxacin,Ampicillin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Ciprofloxacin,Piperacillin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Ciprofloxacin,Cefoxitin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Ciprofloxacin,Fosfomycin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Ciprofloxacin,Lomefloxacin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Ciprofloxacin,Ampicillin,Escherichia coli MG1655,1.12,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Escherichia coli MG1655,1.22,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Escherichia coli MG1655,3.07,Antagonism,FICI,32941420
Ciprofloxacin,Chloramphenicol,Escherichia coli MG1655,2.25,Antagonism,,28383902
Ciprofloxacin,Cefoxitin,Escherichia coli MG1655,1.06,Antagonism,,28383902
Ciprofloxacin,Amikacin,Escherichia coli MG1655,-0.02,Additivity,,28383902
Ciprofloxacin,Chloramphenicol,Escherichia coli MG1655,2.25,Antagonism,,27222539
Ciprofloxacin,Cefoxitin,Escherichia coli MG1655,1.06,Antagonism,,27222539
Ciprofloxacin,Amikacin,Escherichia coli MG1655,-0.02,Additivity,,27222539
Ciprofloxacin,Ampicillin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Piperacillin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Cefoxitin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Clindamycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Spiramycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Erythromycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Fusidic Acid,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Ciprofloxacin,Chloramphenicol,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Ciprofloxacin,Doxycycline Hyclate,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Ciprofloxacin,Tetracycline,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Ciprofloxacin,Spectinomycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Ciprofloxacin,Meropenem,Flavobacterium meningosepticum,1,Indifferent,FICI,9597247
Ciprofloxacin,Linezolid,Flavobacterium meningosepticum,0.75,Additivity,FICI,9597247
Ciprofloxacin,Colistin,Pseudomonas aeruginosa,nan,Synergy,FICI,22286090
Ciprofloxacin,Ampicillin,Pseudomonas aeruginosa PA14,1.72,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Pseudomonas aeruginosa PA14,1.97,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Pseudomonas aeruginosa PA14,1.67,Indifferent,FICI,32941420
Ciprofloxacin,Amoxycillin,Pseudomonas aeruginosa PA14,0.27,Antagonism,Bliss,29973719
Ciprofloxacin,Chloramphenicol,Pseudomonas aeruginosa PA14,0.14,Antagonism,Bliss,29973719
Ciprofloxacin,Chloramphenicol,Pseudomonas aeruginosa PAO1,0.14,Additivity,Bliss,29973719
Ciprofloxacin,Amoxycillin,Pseudomonas aeruginosa PAO1,0.1,Additivity,Bliss,29973719
Ciprofloxacin,Chloramphenicol,Salmonella typhimurium 14028,0.23,Additivity,Bliss,29973719
Ciprofloxacin,Amoxycillin,Salmonella typhimurium 14028,0.23,Antagonism,Bliss,29973719
Ciprofloxacin,Amoxycillin,Salmonella typhimurium LT2,-0.05,Additivity,Bliss,29973719
Ciprofloxacin,Chloramphenicol,Salmonella typhimurium LT2,0.23,Antagonism,Bliss,29973719
Ciprofloxacin,Gentamicin,Staphylococcus ATCC29213,0.31,Synergy,FICI,29554250
Ciprofloxacin,Ampicillin,Staphylococcus aureus ATCC29213,1.79,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Staphylococcus aureus ATCC29213,1.45,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Staphylococcus aureus ATCC29213,1.36,Indifferent,FICI,32941420
Ciprofloxacin,Gentamicin,Staphylococcus CNS-J,2.06,Indifferent,FICI,29554250
Ciprofloxacin,Ceftazidime,Stenotrophomonas maltophilia,0.38,Synergy,FICI,26551572
Ciprofloxacin,Tigecycline,Stenotrophomonas maltophilia,0.56,Additivity,FICI,26551572
Ciprofloxacin,Colistin,Stenotrophomonas maltophilia,0.53,Additivity,FICI,26551572
Ciprofloxacin,Sulfamethoxazole-Trimethoprim,Stenotrophomonas maltophilia,0.56,Additivity,FICI,26551572
Clarithromycin,Levofloxacin,Escherichia coli ATCC10798,2.57,Antagonism,,31405069
Clarithromycin,Trimethoprim,Escherichia coli ATCC10798,2.32,Antagonism,,31405069
Clarithromycin,Nalidixic Acid,Escherichia coli ATCC10798,2.1,Antagonism,,31405069
Clarithromycin,Tobramycin,Escherichia coli ATCC10798,0.36,Additivity,,31405069
Clarithromycin,Gentamicin,Escherichia coli ATCC10798,0.3,Additivity,,31405069
Clarithromycin,Spectinomycin,Escherichia coli ATCC10798,0.25,Additivity,,31405069
Clarithromycin,Roxithromycin,Escherichia coli ATCC10798,-0.25,Synergy,,31405069
Clarithromycin,Rifampicin,Escherichia coli ATCC10798,-0.56,Synergy,,31405069
Clarithromycin,Erythromycin,Escherichia coli ATCC10798,-0.66,Synergy,,31405069
Clarithromycin,Tetracycline,Escherichia coli ATCC10798,-0.89,Synergy,,31405069
Clarithromycin,Mupirocin,Escherichia coli ATCC10798,-1.11,Synergy,,31405069
Clarithromycin,Fusidic Acid,Escherichia coli ATCC10798,-1.67,Synergy,,31405069
Clarithromycin,Colistin,Escherichia coli BW25113,-0.78,Synergy,Bliss,29973719
Clarithromycin,Gentamicin,Escherichia coli BW25113,0.23,Additivity,Bliss,29973719
Clarithromycin,Bleomycin,Escherichia coli BW25113,0.15,Antagonism,Bliss,29973719
Clarithromycin,Pyocyanin,Escherichia coli BW25113,0.21,Antagonism,Bliss,29973719
Clarithromycin,Colistin,Escherichia coli iAi1,-0.8,Synergy,Bliss,29973719
Clarithromycin,Bleomycin,Escherichia coli iAi1,0.12,Additivity,Bliss,29973719
Clarithromycin,Gentamicin,Escherichia coli iAi1,0.11,Antagonism,Bliss,29973719
Clarithromycin,Pyocyanin,Escherichia coli iAi1,-0.16,Additivity,Bliss,29973719
Clarithromycin,Trimethoprim,Escherichia coli MG1655,2.89,Antagonism,,28383902
Clarithromycin,Levofloxacin,Escherichia coli MG1655,1.39,Antagonism,,28383902
Clarithromycin,Nalidixic Acid,Escherichia coli MG1655,1.11,Antagonism,,28383902
Clarithromycin,Tobramycin,Escherichia coli MG1655,0.94,Additivity,,28383902
Clarithromycin,Oxacillin,Escherichia coli MG1655,0.77,Additivity,,28383902
Clarithromycin,Gentamicin,Escherichia coli MG1655,0.44,Additivity,,28383902
Clarithromycin,Penicillin G,Escherichia coli MG1655,0.39,Additivity,,28383902
Clarithromycin,Kanamycin,Escherichia coli MG1655,0.35,Additivity,,28383902
Clarithromycin,Spectinomycin,Escherichia coli MG1655,0.26,Additivity,,28383902
Clarithromycin,Nitrofurantoin,Escherichia coli MG1655,0.19,Additivity,,28383902
Clarithromycin,Roxithromycin,Escherichia coli MG1655,0.06,Additivity,,28383902
Clarithromycin,Vancomycin,Escherichia coli MG1655,-0.07,Additivity,,28383902
Clarithromycin,Erythromycin,Escherichia coli MG1655,-0.17,Additivity,,28383902
Clarithromycin,Rifampicin,Escherichia coli MG1655,-0.33,Synergy,,28383902
Clarithromycin,Tetracycline,Escherichia coli MG1655,-0.91,Synergy,,28383902
Clarithromycin,Mupirocin,Escherichia coli MG1655,-1.05,Synergy,,28383902
Clarithromycin,Fusidic Acid,Escherichia coli MG1655,-1.37,Synergy,,28383902
Clarithromycin,Trimethoprim,Escherichia coli MG1655,2.89,Antagonism,,27222539
Clarithromycin,Levofloxacin,Escherichia coli MG1655,1.39,Antagonism,,27222539
Clarithromycin,Nalidixic Acid,Escherichia coli MG1655,1.11,Antagonism,,27222539
Clarithromycin,Tobramycin,Escherichia coli MG1655,0.94,Additivity,,27222539
Clarithromycin,Oxacillin,Escherichia coli MG1655,0.77,Additivity,,27222539
Clarithromycin,Gentamicin,Escherichia coli MG1655,0.44,Additivity,,27222539
Clarithromycin,Spectinomycin,Escherichia coli MG1655,0.26,Additivity,,27222539
Clarithromycin,Nitrofurantoin,Escherichia coli MG1655,0.19,Additivity,,27222539
Clarithromycin,Vancomycin,Escherichia coli MG1655,-0.07,Additivity,,27222539
Clarithromycin,Erythromycin,Escherichia coli MG1655,-0.17,Additivity,,27222539
Clarithromycin,Rifampicin,Escherichia coli MG1655,-0.33,Synergy,,27222539
Clarithromycin,Tetracycline,Escherichia coli MG1655,-0.91,Synergy,,27222539
Clarithromycin,Fusidic Acid,Escherichia coli MG1655,-1.37,Synergy,,27222539
Clarithromycin,Azithromycin,Pseudomonas aeruginosa PA14,0.13,Antagonism,Bliss,29973719
Clarithromycin,Azithromycin,Pseudomonas aeruginosa PAO1,0.08,Additivity,Bliss,29973719
Clarithromycin,Rifampicin,Rhodococcus equi 103S,0.84,Additivity,FICI,34480367
Clarithromycin,Doxycycline,Rhodococcus equi 103S,0.46,Synergy,FICI,34480367
Clarithromycin,Minocycline,Rhodococcus equi 103S,0.46,Synergy,FICI,34480367
Clarithromycin,Rifampicin,Rhodococcus equi UKVDL46,0.92,Additivity,FICI,34480367
Clarithromycin,Doxycycline,Rhodococcus equi UKVDL46,0.42,Synergy,FICI,34480367
Clarithromycin,Minocycline,Rhodococcus equi UKVDL46,0.42,Synergy,FICI,34480367
Clarithromycin,Rifampicin,Rhodococcus equi UKVDL51,0.92,Additivity,FICI,34480367
Clarithromycin,Doxycycline,Rhodococcus equi UKVDL51,0.62,Additivity,FICI,34480367
Clarithromycin,Minocycline,Rhodococcus equi UKVDL51,0.67,Additivity,FICI,34480367
Clarithromycin,Rifampicin,Rhodococcus equi UKVDL56,0.83,Additivity,FICI,34480367
Clarithromycin,Doxycycline,Rhodococcus equi UKVDL56,0.5,Synergy,FICI,34480367
Clarithromycin,Minocycline,Rhodococcus equi UKVDL56,0.46,Synergy,FICI,34480367
Clarithromycin,Rifampicin,Rhodococcus equi UKVDL57,0.71,Additivity,FICI,34480367
Clarithromycin,Doxycycline,Rhodococcus equi UKVDL57,0.44,Synergy,FICI,34480367
Clarithromycin,Minocycline,Rhodococcus equi UKVDL57,0.38,Synergy,FICI,34480367
Clarithromycin,Rifampicin,Rhodococcus equi UKVDL62,0.75,Additivity,FICI,34480367
Clarithromycin,Doxycycline,Rhodococcus equi UKVDL62,0.38,Synergy,FICI,34480367
Clarithromycin,Minocycline,Rhodococcus equi UKVDL62,0.47,Synergy,FICI,34480367
Clarithromycin,Colistin,Salmonella typhimurium 14028,-0.73,Synergy,Bliss,29973719
Clarithromycin,Bleomycin,Salmonella typhimurium 14028,0.05,Additivity,Bliss,29973719
Clarithromycin,Puromycin,Salmonella typhimurium 14028,0.06,Additivity,Bliss,29973719
Clarithromycin,Moxifloxacin,Salmonella typhimurium 14028,0.19,Antagonism,Bliss,29973719
Clarithromycin,Pyocyanin,Salmonella typhimurium 14028,0.12,Antagonism,Bliss,29973719
Clarithromycin,Colistin,Salmonella typhimurium LT2,-0.78,Synergy,Bliss,29973719
Clarithromycin,Bleomycin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Clarithromycin,Puromycin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Clarithromycin,Moxifloxacin,Salmonella typhimurium LT2,0.11,Additivity,Bliss,29973719
Clarithromycin,Pyocyanin,Salmonella typhimurium LT2,0.13,Antagonism,Bliss,29973719
Clarithromycin,Gentamicin,Staphylococcus aureus ATCC29213,1.35,Antagonism,,27222539
Clarithromycin,Erythromycin,Staphylococcus aureus ATCC29213,1.18,Antagonism,,27222539
Clarithromycin,Rifampicin,Staphylococcus aureus ATCC29213,0.75,Additivity,,27222539
Clarithromycin,Vancomycin,Staphylococcus aureus ATCC29213,0.75,Additivity,,27222539
Clarithromycin,Oxacillin,Staphylococcus aureus ATCC29213,0.37,Additivity,,27222539
Clarithromycin,Nitrofurantoin,Staphylococcus aureus ATCC29213,-0.01,Additivity,,27222539
Clarithromycin,Tetracycline,Staphylococcus aureus ATCC29213,-1.09,Synergy,,27222539
Clarithromycin,Ciprofloxacin,Bacillus anthracis str. Sterne,2.48,Indifferent,FICI,15793105
Clarithromycin,Rifampicin,Bacillus anthracis str. Sterne,0.96,Additivity,FICI,15793105
Clarithromycin,Linezolid,Bacillus anthracis str. Sterne,2.13,Indifferent,FICI,15793105
Clarithromycin,Ciprofloxacin,Bacillus anthracis str. Sti,2.48,Indifferent,FICI,15793105
Clarithromycin,Rifampicin,Bacillus anthracis str. Sti,0.99,Additivity,FICI,15793105
Clarithromycin,Linezolid,Bacillus anthracis str. Sti,2.13,Indifferent,FICI,15793105
Clarithromycin,Ciprofloxacin,Escherichia coli ATCC10798,2.36,Antagonism,,31405069
Clarithromycin,Amikacin,Escherichia coli ATCC10798,-0.45,Synergy,,31405069
Clarithromycin,Chloramphenicol,Escherichia coli ATCC10798,-0.68,Synergy,,31405069
Clarithromycin,Doxycycline,Escherichia coli BW25113,-0.26,Synergy,Bliss,29973719
Clarithromycin,Cefsulodin,Escherichia coli BW25113,-0.24,Synergy,Bliss,29973719
Clarithromycin,Polymyxin B,Escherichia coli BW25113,-0.39,Synergy,Bliss,29973719
Clarithromycin,Fusidic Acid,Escherichia coli BW25113,-0.47,Additivity,Bliss,29973719
Clarithromycin,Sulfamonomethoxine,Escherichia coli BW25113,-0.09,Additivity,Bliss,29973719
Clarithromycin,Nitrofurantoin,Escherichia coli BW25113,-0.07,Additivity,Bliss,29973719
Clarithromycin,Spiramycin,Escherichia coli BW25113,0.1,Additivity,Bliss,29973719
Clarithromycin,Novobiocin,Escherichia coli BW25113,0.05,Additivity,Bliss,29973719
Clarithromycin,Spectinomycin,Escherichia coli BW25113,0.06,Additivity,Bliss,29973719
Clarithromycin,Trimethoprim,Escherichia coli BW25113,0.12,Antagonism,Bliss,29973719
Clarithromycin,Mecillinam,Escherichia coli BW25113,0.15,Antagonism,Bliss,29973719
Clarithromycin,Clindamycin,Escherichia coli BW25113,0.1,Antagonism,Bliss,29973719
Clarithromycin,Amikacin,Escherichia coli BW25113,0.19,Antagonism,Bliss,29973719
Clarithromycin,Fosfomycin,Escherichia coli BW25113,0.3,Antagonism,Bliss,29973719
Clarithromycin,Doxycycline,Escherichia coli iAi1,-0.38,Synergy,Bliss,29973719
Clarithromycin,Fusidic Acid,Escherichia coli iAi1,-0.34,Synergy,Bliss,29973719
Clarithromycin,Sulfamonomethoxine,Escherichia coli iAi1,-0.19,Synergy,Bliss,29973719
Clarithromycin,Nitrofurantoin,Escherichia coli iAi1,-0.5,Synergy,Bliss,29973719
Clarithromycin,Polymyxin B,Escherichia coli iAi1,-0.28,Synergy,Bliss,29973719
Clarithromycin,Trimethoprim,Escherichia coli iAi1,-0.06,Additivity,Bliss,29973719
Clarithromycin,Mecillinam,Escherichia coli iAi1,0.11,Additivity,Bliss,29973719
Clarithromycin,Cefsulodin,Escherichia coli iAi1,-0.07,Additivity,Bliss,29973719
Clarithromycin,Clindamycin,Escherichia coli iAi1,0.07,Additivity,Bliss,29973719
Clarithromycin,Amikacin,Escherichia coli iAi1,-0.05,Additivity,Bliss,29973719
Clarithromycin,Spiramycin,Escherichia coli iAi1,0.11,Antagonism,Bliss,29973719
Clarithromycin,Novobiocin,Escherichia coli iAi1,0.15,Antagonism,Bliss,29973719
Clarithromycin,Spectinomycin,Escherichia coli iAi1,0.13,Antagonism,Bliss,29973719
Clarithromycin,Fosfomycin,Escherichia coli iAi1,0.25,Antagonism,Bliss,29973719
Clarithromycin,Ciprofloxacin,Escherichia coli MG1655,2.15,Antagonism,,28383902
Clarithromycin,Cefoxitin,Escherichia coli MG1655,0.17,Additivity,,28383902
Clarithromycin,Amikacin,Escherichia coli MG1655,-0.33,Synergy,,28383902
Clarithromycin,Chloramphenicol,Escherichia coli MG1655,-0.72,Synergy,,28383902
Clarithromycin,Ciprofloxacin,Escherichia coli MG1655,2.15,Antagonism,,27222539
Clarithromycin,Cefoxitin,Escherichia coli MG1655,0.17,Additivity,,27222539
Clarithromycin,Amikacin,Escherichia coli MG1655,-0.33,Synergy,,27222539
Clarithromycin,Chloramphenicol,Escherichia coli MG1655,-0.72,Synergy,,27222539
Clarithromycin,Rifampicin,Mycobacterium tuberculosis,0,Additivity,,27222539
Clarithromycin,Isoniazid,Mycobacterium tuberculosis,0,Additivity,,27222539
Clarithromycin,Spectinomycin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Clarithromycin,Cefsulodin,Pseudomonas aeruginosa PA14,-0.14,Synergy,Bliss,29973719
Clarithromycin,Cefotaxime,Pseudomonas aeruginosa PA14,0.03,Additivity,Bliss,29973719
Clarithromycin,Piperacillin,Pseudomonas aeruginosa PA14,0.06,Additivity,Bliss,29973719
Clarithromycin,Aztreonam,Pseudomonas aeruginosa PA14,-0.19,Additivity,Bliss,29973719
Clarithromycin,Tobramycin,Pseudomonas aeruginosa PA14,0.19,Antagonism,Bliss,29973719
Clarithromycin,Fosfomycin,Pseudomonas aeruginosa PA14,-0.34,Synergy,Bliss,29973719
Clarithromycin,Cefsulodin,Pseudomonas aeruginosa PAO1,0.04,Additivity,Bliss,29973719
Clarithromycin,Cefotaxime,Pseudomonas aeruginosa PAO1,-0.17,Synergy,Bliss,29973719
